OBJECTID_1,Join_Count,TARGET_FID,area,count,lng,lat,NEAR_FID,NEAR_DIST,FID_1,OBJECTID,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,分类,Shape_Leng,ori_label,CATEGORY,IDS,NUMS,SUBTYPE,OBJECTID_12,Label,Topic,Doc_ID,BertIds,labels
40,1,40,尤李村南国大家装下桥处,10,114.345160279000000,30.515869051900001,279,0.000291828685995,279,313,98965439,5113,primary,珞狮路, ,F,0,0.000000000000000,F,F,城市主干道,1280.533987080000100,710,科研机构 科研机构 科研机构 学校 高等院校 科研机构 住宅小区 中学 中学 生活服务场所 高等院校 住宅小区 宿舍 临街院门 科教文化场所 高等院校 生活服务场所 住宅小区 临街院门 住宅小区,468,824,科研机构 科研机构 科研机构 学校 学校 科研机构 住宅区 学校 学校 生活服务场所 学校 住宅区 住宅区 临街院门 科教文化场所 学校 生活服务场所 住宅区 临街院门 住宅区 建筑物门 生活服务,40,710,2,468,468,2
41,1,41,龙翔路车友路,12,114.189719819999990,30.545239427500000,5581,0.003723161248940,5581,6329,457309845,5113,primary, , ,F,0,0.000000000000000,F,F,城市主干道,4352.493614930000100,1045,医药公司 医药公司 药房 医疗保健用品 医疗保健用品 医疗保健用品 医疗保健用品 医药公司 医药公司 医药公司 公共停车场 产业园区 路边停车场 公共停车场 公司 中餐厅 医药公司 物流速递,774,238,公司 公司 医药保健销售店 医药保健销售店 医药保健销售店 医药保健销售店 医药保健销售店 公司 公司 公司 停车场 产业园区 停车场 停车场 公司 中餐厅 公司 物流速递 医药保健销售店 汽车,41,1045,-1,774,774,-1
42,1,42,沙湖果批小路,10,114.283648399000000,30.485631266300000,3104,0.000865628637387,3104,3473,231436850,5115,tertiary,白沙二路, ,F,0,0.000000000000000,F,F,城市次干道,1082.947059430000100,331,生活服务场所 生活服务场所 住宿服务相关 宾馆酒店 中餐厅 KTV 经济型连锁酒店 经济型连锁酒店 医疗保健用品 医疗保健用品 医疗保健用品 宾馆酒店 宾馆酒店 餐饮相关 中餐厅 宾馆酒店 医疗,170,211,生活服务场所 生活服务场所 住宿服务相关 宾馆酒店 中餐厅 娱乐场所 宾馆酒店 宾馆酒店 医药保健销售店 医药保健销售店 医药保健销售店 宾馆酒店 宾馆酒店 餐饮相关场所 中餐厅 宾馆酒店,42,331,-1,170,170,-1
43,1,43,卓刀泉北路,20,114.370153216000010,30.531451632900001,1756,0.000035849232546,1756,1948,127024099,5115,tertiary,卓刀泉北路, ,F,0,0.000000000000000,F,F,城市次干道,795.826060974000030,898,公共停车场 公共停车场 中餐厅 中餐厅 驾校 中餐厅 中餐厅 特色/地方风味餐厅 网吧 宾馆酒店 体育休闲服务场所 洗浴推拿场所 旅游景点 生活服务场所 洗浴推拿场所 美容美发店 冷饮店 生活,638,382,停车场 停车场 中餐厅 中餐厅 驾校 中餐厅 中餐厅 中餐厅 娱乐场所 宾馆酒店 体育休闲服务场所 洗浴推拿场所 风景名胜相关 生活服务场所 洗浴推拿场所 美容美发店 冷饮店 生活服务场所 餐,43,898,6,638,638,6
44,1,44,王家湾往知音桥方向,15,114.219094497000000,30.565583394699999,1875,0.000498929676559,1875,2077,132905551,5122,residential, , ,B,0,0.000000000000000,F,F,城市支路,306.660030381000010,1294,中学 临街院门 临街院门 商务住宅相关 中餐厅 汽车综合维修 汽车综合维修 维修站点 商务住宅相关 小学 停车场相关 中国石油 中餐厅 小学 中餐厅 中国石油 洗衣店 汽车养护 幼儿园 药房 临街,1006,325,学校 临街院门 临街院门 商务住宅相关 中餐厅 汽车综合维修 汽车综合维修 维修站点 商务住宅相关 学校 停车场 加油站 中餐厅 学校 中餐厅 加油站 洗衣店 汽车养护/装饰 学校 医药保健销售店,44,1294,-1,1006,1006,-1
45,1,45,琴断口南岸116号,4,114.175768113999990,30.585541099400000,7839,0.000327551160899,7839,9025,766387524,5115,tertiary,郭茨口路, ,B,0,0.000000000000000,F,F,城市次干道,13986.229512800001000,1530,度假村 住宅小区 公交车站相关 公交车站相关,1216,4,度假疗养场所 住宅区 公交车站 公交车站,45,1530,2,1216,1216,2
46,1,46,二环线未来城上下桥匝道,14,114.348072208999990,30.527097924000000,2286,0.000764683656036,2286,2543,171735080,5122,residential,群光南路, ,F,0,0.000000000000000,F,F,城市支路,294.453168559999990,832,酒吧 运动场所 餐饮相关 餐饮相关 中餐厅 酒吧 KTV 中餐厅 咖啡厅 中餐厅 生活服务场所 物流速递 生活服务场所 彩票彩券销售点 生活服务场所 生活服务场所 湖南菜(湘菜) 生活服务场所 酒吧,576,2605,娱乐场所 运动场馆 餐饮相关场所 餐饮相关场所 中餐厅 娱乐场所 娱乐场所 中餐厅 咖啡厅 中餐厅 生活服务场所 物流速递 生活服务场所 彩票彩券销售点 生活服务场所 生活服务场所 中餐厅 生,46,832,-1,576,576,-1
47,1,47,雄楚大道高架,10,114.351306589999990,30.512438160999999,3463,0.000088184405797,3463,3849,231805330,5113,primary,雄楚大道, ,F,0,0.000000000000000,F,F,城市主干道,1899.497948900000000,650,汽车养护 汽车维修 汽车配件销售 商务写字楼 公交车站相关 停车场出口 临街院门 公共停车场 公共停车场 公共停车场 交通服务相关 中国民生银行 中国民生银行ATM 宾馆酒店 美容美发店 公司,418,377,汽车养护/装饰 汽车维修 汽车配件销售 楼宇 公交车站 停车场 临街院门 停车场 停车场 停车场 交通服务相关 银行 自动提款机 宾馆酒店 美容美发店 公司企业 银行 楼宇 楼宇 诊所 宾馆酒店 售,47,650,-1,418,418,-1
48,1,48,建一路沿河大道至解放大道,36,114.276031371000000,30.587008526799998,7957,0.000000989580161,7957,9167,772925968,5113,primary,解放大道, ,F,0,0.000000000000000,F,F,城市主干道,272.378758220000010,1550,临街院门 交通服务相关 综合医院 生活服务场所 公交车站相关 药房 公交车站相关 临街院门 公交车站相关 中学 医疗保健服务场所 生活服务场所 公司企业 通行设施 临街院门 餐饮相关 餐饮相,1236,1242,临街院门 交通服务相关 综合医院 生活服务场所 公交车站 医药保健销售店 公交车站 临街院门 公交车站 学校 医疗保健服务场所 生活服务场所 公司企业 通行设施 临街院门 餐饮相关场所 餐饮,48,1550,-1,1236,1236,-1
49,1,49,尚文路,20,114.380319489000000,30.506051832899999,829,0.000173944679330,829,953,104469110,5122,residential,尚文路, ,B,0,0.000000000000000,F,F,城市支路,371.487925728999980,595,路边停车场 公共停车场 生活服务场所 临街院门 路边停车场 生活服务场所 洗衣店 医疗保健服务场所 中介机构 彩票彩券销售点 彩票彩券销售点 餐饮相关 生活服务场所 驾校 驾校 临街院门 生,374,643,停车场 停车场 生活服务场所 临街院门 停车场 生活服务场所 洗衣店 医疗保健服务场所 中介机构 彩票彩券销售点 彩票彩券销售点 餐饮相关场所 生活服务场所 驾校 驾校 临街院门 生活服务场,49,595,-1,374,374,-1
50,1,50,南安街米兰国际路段,2,114.312622501000010,30.526728705200000,961,0.000055919689004,961,1090,105569023,5115,tertiary,南安街, ,B,0,0.000000000000000,F,F,城市次干道,503.421372082999990,825,中餐厅 住宿服务相关 住宅小区 美容美发店 中餐厅 彩票彩券销售点 生活服务场所 彩票彩券销售点 商务住宅相关 中餐厅 住宅小区 临街院门 中餐厅 住宅区 洗浴推拿场所 旅馆招待所 住宿服务,569,618,中餐厅 住宿服务相关 住宅区 美容美发店 中餐厅 彩票彩券销售点 生活服务场所 彩票彩券销售点 商务住宅相关 中餐厅 住宅区 临街院门 中餐厅 住宅区 洗浴推拿场所 旅馆招待所 住宿服务相关,50,825,6,569,569,6
51,1,51,洪山路省政府往东一路,5,114.337510488000010,30.545009339600000,45,0.000080314246771,45,61,46736242,5114,secondary,东一路, ,B,0,0.000000000000000,F,F,城市主干道,742.354332589000020,1074,商务住宅相关 旅行社 旅行社 公共停车场 省直辖市级政府及事业单位 快餐厅 商务住宅相关 停车场出入口 旅行社 停车场相关 专用停车场 省直辖市级政府及事业单位 生活服务场所 省直辖市级,803,1254,商务住宅相关 旅行社 旅行社 停车场 政府机关 快餐厅 商务住宅相关 停车场 旅行社 停车场 停车场 政府机关 生活服务场所 政府机关 政府机关 政府机关 政府机关 政府机关 停车场 旅行社 医药,51,1074,5,803,803,5
52,1,52,汉江北路泰佛工业园路口,12,114.273118051000000,30.591614388699998,2604,0.000132015574283,2604,2940,177820523,5114,secondary,江汉北路, ,F,0,0.000000000000000,F,F,城市主干道,1402.746554070000000,1610,美容美发店 商务写字楼 培训机构 科研机构 金融保险机构 餐饮相关 金融保险机构 金融保险机构 广告装饰 公司 机械电子 公司 广告装饰 商业贸易 科研机构 培训机构 金融保险机构 金融保险机,1288,1468,美容美发店 楼宇 培训机构 科研机构 金融保险服务机构 餐饮相关场所 金融保险服务机构 金融保险服务机构 公司 公司 公司 公司 公司 公司 科研机构 培训机构 金融保险服务机构 金融保险服务,52,1610,-1,1288,1288,-1
53,1,53,汉江武汉段,5,114.277819315000000,30.576308825400002,2410,0.000308847877090,2410,2735,177263213,5122,residential,清芬一路, ,B,0,0.000000000000000,F,F,城市支路,428.229177557000010,1428,成人教育 成人教育 区县级政府及事业单位 成人教育 成人教育 成人教育 学校 住宅小区 物流速递 四星级宾馆 成人教育 中餐厅 临街院门 生活服务场所 综合酒楼 湖南菜(湘菜) 公司 特色/地方风,1128,2059,学校 学校 政府机关 学校 学校 学校 学校 住宅区 物流速递 宾馆酒店 学校 中餐厅 临街院门 生活服务场所 中餐厅 中餐厅 公司 中餐厅 住宅区 住宅区 住宅区 临街院门 临街院门 中餐厅 宾馆酒,53,1428,-1,1128,1128,-1
54,1,54,康福路天龙路口,10,114.361752102000000,30.503221311699999,419,0.000044850617565,419,498,99478605,5115,tertiary,康福路, ,B,0,0.000000000000000,F,F,城市次干道,404.546205198000000,530,驾校 路边停车场 公共停车场 驾校 公共停车场 临街院门 公共停车场 公共停车场 驾校 中学 汽车服务相关 中学 中餐厅 中餐厅 医疗保健服务场所 专用停车场 中餐厅 社会团体相关 专用停车场,321,436,驾校 停车场 停车场 驾校 停车场 临街院门 停车场 停车场 驾校 学校 汽车服务相关 学校 中餐厅 中餐厅 医疗保健服务场所 停车场 中餐厅 社会团体 停车场 停车场 停车场 培训机构 生活服务场,54,530,-1,321,321,-1
55,1,55,长江汉口站,5,114.275730919000000,30.580902210200001,2456,0.000049900641818,2456,2781,177621046,5122,residential,民主街, ,B,0,0.000000000000000,F,F,城市支路,602.573510105999960,1489,生活服务场所 生活服务场所 生活服务场所 路边停车场 公共停车场 生活服务场所 生活服务场所 生活服务场所 生活服务场所 生活服务场所 经济型连锁酒店 住宅小区 临街院门 临街院门 公司,1182,1881,生活服务场所 生活服务场所 生活服务场所 停车场 停车场 生活服务场所 生活服务场所 生活服务场所 生活服务场所 生活服务场所 宾馆酒店 住宅区 临街院门 临街院门 公司 住宿服务相关 生活,55,1489,4,1182,1182,4
56,1,56,梨园下穿通道,167,114.299556231000000,30.595209864200001,2763,0.000555723832242,2763,3103,178329464,5113,primary,沿江大道, ,F,0,0.000000000000000,F,F,城市主干道,2942.367009189999900,1677,公共停车场 公共停车场 临街院门 临街院门 保险公司 保险公司 旅行社 医疗保健用品 生活服务场所 美容美发店 旅行社 公司企业 生活服务场所 住宿服务相关 中餐厅 中餐厅 公共停车场 公共停,1347,581,停车场 停车场 临街院门 临街院门 保险公司 保险公司 旅行社 医药保健销售店 生活服务场所 美容美发店 旅行社 公司企业 生活服务场所 住宿服务相关 中餐厅 中餐厅 停车场 停车场 生活服务,56,1677,-1,1347,1347,-1
57,1,57,汉阳区自力二街鹦鹉小道,10,114.257562136999990,30.531821829999998,3602,0.000458070977042,3602,4005,233478900,5114,secondary,鹦鹉大道, ,B,0,0.000000000000000,F,F,城市主干道,6092.375444010000100,875,KTV KTV 茶艺馆 特色/地方风味餐厅 金融保险机构 美容美发店 生活服务 路边停车场 餐饮相关 药房 美容美发店 网吧 棋牌室 公共停车场 棋牌室 网吧 宾馆酒店 邮局 中国邮政储蓄银行 综合酒楼,615,442,娱乐场所 娱乐场所 茶艺馆 中餐厅 金融保险服务机构 美容美发店 生活服务场所 停车场 餐饮相关场所 医药保健销售店 美容美发店 娱乐场所 娱乐场所 停车场 娱乐场所 娱乐场所 宾馆酒店 邮局,57,875,4,615,615,4
58,1,58,硃山湖南路京珠涵洞,2,114.379084314000000,30.481402200300000,438,0.004508910055060,438,517,99483515,5121,unclassified, , ,B,0,0.000000000000000,F,F,城市支路,96.508697448700005,289,公交车站相关 临街院门 汽车维修 汽车综合维修 汽车配件销售 旅馆招待所 中餐厅 科研机构 科研机构 培训机构 培训机构 路边停车场 旅馆招待所 旅馆招待所 旅馆招待所 住宅小区 建筑物门 青,146,277,公交车站 临街院门 汽车维修 汽车综合维修 汽车配件销售 旅馆招待所 中餐厅 科研机构 科研机构 培训机构 培训机构 停车场 旅馆招待所 旅馆招待所 旅馆招待所 住宅区 建筑物门 旅馆招待所,58,289,6,146,146,6
59,1,59,友谊大道车管所门口,20,114.369215667000010,30.616401320200001,5841,0.000004654198412,5841,6613,458084224,5113,primary,友谊大道, ,F,0,0.000000000000000,F,F,城市主干道,4728.757484660000000,1934,住宅小区 生活服务场所 住宅小区 物流速递 宠物诊所 诊所 宠物诊所 临街院门 培训机构 物流速递 报社 培训机构 烟酒专卖店 临街院门 美容美发店 外国餐厅 检察院 住宅小区 冷饮店 摄影冲印,1575,571,住宅区 生活服务场所 住宅区 物流速递 动物医疗场所 诊所 动物医疗场所 临街院门 培训机构 物流速递 传媒机构 培训机构 专卖店 临街院门 美容美发店 外国餐厅 公检法机构 住宅区 冷饮店 摄,59,1934,-1,1575,1575,-1
60,1,60,欢乐大道东湖庭院,12,114.373281148999990,30.592696081700002,3845,0.001453665467870,3845,4251,236665023,5113,primary,欢乐大道, ,F,0,0.000000000000000,F,F,城市主干道,2650.859256650000100,1630,科教文化场所 培训机构 物流速递 政府机关相关 政府机关相关 政府机关相关 政府机关相关 政府机关相关 网吧 网吧 临街院门 汽车维修 临街院门 三星级宾馆 三星级宾馆 洗衣店 政府机关相关,1308,132,科教文化场所 培训机构 物流速递 政府机关 政府机关 政府机关 政府机关 政府机关 娱乐场所 娱乐场所 临街院门 汽车维修 临街院门 宾馆酒店 宾馆酒店 洗衣店 政府机关 培训机构 汽车综合维,60,1630,-1,1308,1308,-1
61,1,61,落雁路涵洞,5,114.417575462000000,30.581829738000000,91,0.000038819300779,91,113,55211502,5121,unclassified,落雁路, ,B,0,0.000000000000000,F,F,城市支路,4394.342628559999900,1517,公交车站相关 公交车站相关 公司 培训机构 培训机构 科教文化场所 临街院门 青年旅舍 培训机构 中餐厅 维修站点 临街院门 驾校 培训机构 临街院门 汽车养护 KTV 培训机构 培训机构 培训机构,1210,67,公交车站 公交车站 公司 培训机构 培训机构 科教文化场所 临街院门 旅馆招待所 培训机构 中餐厅 维修站点 临街院门 驾校 培训机构 临街院门 汽车养护/装饰 娱乐场所 培训机构 培训机构 培训,61,1517,-1,1210,1210,-1
62,1,62,汉西路解放大道至沿河大道,11,114.226023445000000,30.575045826800000,2391,0.000053901324729,2391,2715,177261200,5114,secondary,沿河大道, ,F,0,0.000000000000000,F,F,城市主干道,5353.255427500000200,1418,美容美发店 彩票彩券销售点 美容美发店 美容美发店 洗浴推拿场所 美容美发店 美容美发店 物流速递 物流速递 生活服务场所 物流速递 生活服务场所 生活服务场所 物流速递 物流速递 乡镇以,1118,355,美容美发店 彩票彩券销售点 美容美发店 美容美发店 洗浴推拿场所 美容美发店 美容美发店 物流速递 物流速递 生活服务场所 物流速递 生活服务场所 生活服务场所 物流速递 物流速递 政府机,62,1418,4,1118,1118,4
63,1,63,光谷大道,36,114.221267862000000,30.559657279200000,5337,0.000264459538086,5337,5987,455519133,5113,primary,汉阳大道, ,F,0,0.000000000000000,F,F,城市主干道,3509.261324010000000,1173,诊所 果品市场 餐饮相关 生活服务场所 旅行社 餐饮相关 诊所 餐饮相关 中介机构 餐饮相关 住宅区 临街院门 快餐厅 餐饮相关 餐饮相关 药房 旅馆招待所 农副产品市场 旅馆招待所 报刊亭 药房,894,820,诊所 综合市场 餐饮相关场所 生活服务场所 旅行社 餐饮相关场所 诊所 餐饮相关场所 中介机构 餐饮相关场所 住宅区 临街院门 快餐厅 餐饮相关场所 餐饮相关场所 医药保健销售店 旅馆招待所,63,1173,6,894,894,6
64,1,64,软件园中路交通银行对面,10,114.397223575000000,30.477915700800001,4081,0.000078595324152,4081,4504,240970201,5114,secondary, , ,B,0,0.000000000000000,F,F,城市主干道,803.338949546999970,232,美容美发店 茶餐厅 美容美发店 棋牌室 中餐厅 美容美发店 中餐厅 餐饮相关 中餐厅 生活服务场所 科教文化场所 药房 健身中心 棋牌室 机械电子 生活服务场所 美容美发店 专用停车场 中餐厅,110,587,美容美发店 快餐厅 美容美发店 娱乐场所 中餐厅 美容美发店 中餐厅 餐饮相关场所 中餐厅 生活服务场所 科教文化场所 医药保健销售店 运动场馆 娱乐场所 公司 生活服务场所 美容美发店 停车,64,232,6,110,110,6
65,1,65,解放大道单洞路,8,114.276671007000000,30.586038176100001,2464,0.000070343405196,2464,2789,177624353,5114,secondary,单洞路, ,B,0,0.000000000000000,F,F,城市主干道,305.747907263999990,1550,临街院门 交通服务相关 综合医院 生活服务场所 公交车站相关 药房 公交车站相关 临街院门 公交车站相关 中学 医疗保健服务场所 生活服务场所 公司企业 通行设施 临街院门 餐饮相关 餐饮相,1236,1242,临街院门 交通服务相关 综合医院 生活服务场所 公交车站 医药保健销售店 公交车站 临街院门 公交车站 学校 医疗保健服务场所 生活服务场所 公司企业 通行设施 临街院门 餐饮相关场所 餐饮,65,1550,-1,1236,1236,-1
66,1,66,武昌区友谊大道长江隧道口,14,114.314473502000000,30.570092429999999,3635,0.000297207189085,3635,4040,233487209,5113,primary,友谊大道, ,F,0,0.000000000000000,F,F,城市主干道,1029.224255789999900,1375,路口名 临街院门 住宅小区 临街院门 住宅小区 收费站 临街院门 建筑公司 政府及社会团体相关 政府及社会团体相关 政府及社会团体相关 政府及社会团体相关 政府及社会团体相关 生活服务场,1081,42,交通地名 临街院门 住宅区 临街院门 住宅区 收费站 临街院门 公司 政府及社会团体相关 政府及社会团体相关 政府及社会团体相关 政府及社会团体相关 政府及社会团体相关 生活服务场所 金融,66,1375,5,1081,1081,5
67,1,67,虎泉街东新辖区双向,55,114.373962236000000,30.508025562499999,3160,0.000043762881288,3160,3529,231525035,5114,secondary,虎泉街, ,F,0,0.000000000000000,F,F,城市主干道,1825.984243050000000,593,公交车站相关 家居建材市场 综合医院 交通服务相关 中国农业银行 药房 临街院门 药房 摄影冲印 停车场出入口 综合医院 科研机构 综合医院 餐饮相关 临街院门 科研机构 摄影冲印 公交车站相,372,1197,公交车站 家居建材市场 综合医院 交通服务相关 银行 医药保健销售店 临街院门 医药保健销售店 摄影冲印店 停车场 综合医院 科研机构 综合医院 餐饮相关场所 临街院门 科研机构 摄影冲印店,67,593,4,372,372,4
68,1,68,三环线内环新华村天桥段,20,114.188758236000000,30.525934365400001,1932,0.004355267994390,1932,2144,139708473,5114,secondary, , ,F,0,0.000000000000000,F,F,城市主干道,2757.294042500000200,800,幼儿园 洗浴推拿场所 临街院门 诊所 药房 幼儿园 住宅区 政府及社会团体相关 科教文化场所 驾校 临街院门 专用停车场 公共停车场 汽车综合维修 冷饮店 中餐厅 冷饮店 四川菜(川菜) 餐饮相关,544,237,学校 洗浴推拿场所 临街院门 诊所 医药保健销售店 学校 住宅区 政府及社会团体相关 科教文化场所 驾校 临街院门 停车场 停车场 汽车综合维修 冷饮店 中餐厅 冷饮店 中餐厅 餐饮相关场所 生,68,800,-1,544,544,-1
69,1,69,汉阳东部,2,114.213544203000000,30.556360893699999,400,0.000179438833892,400,477,99461964,5121,unclassified, , ,B,0,0.000000000000000,F,F,城市支路,371.447041085000020,1171,临街院正门 临街院正门 公交车站相关 公交车站相关 住宅小区 餐饮相关 中学 中国建设银行ATM 农村商业银行 农村商业银行ATM 中餐厅 快餐厅 超市 茶餐厅 中餐厅 快餐厅 餐饮相关 餐饮相关 汽,892,433,临街院门 临街院门 公交车站 公交车站 住宅区 餐饮相关场所 学校 自动提款机 银行 自动提款机 中餐厅 快餐厅 超级市场 快餐厅 中餐厅 快餐厅 餐饮相关场所 餐饮相关场所 汽车维修 公司企业,69,1171,-1,892,892,-1
70,1,70,建一路东侧翼道渍,24,114.365621151000000,30.626297999900000,1004,0.000099343256615,1004,1137,105737890,5114,secondary,建设一路, ,F,0,0.000000000000000,F,F,城市主干道,2241.407510110000200,2056,紧急避难场所 高等院校 楼栋号 宿舍 宿舍 宿舍 综合体育馆 建筑物门 宿舍 综合体育馆 行业协会 专用停车场 建筑物门 运动场所 休闲场所 楼栋号 楼栋号 宿舍 楼栋号 楼栋号 临街院门 楼栋号,1671,960,紧急避难场所 学校 门牌信息 住宅区 住宅区 住宅区 运动场馆 建筑物门 住宅区 运动场馆 社会团体 停车场 建筑物门 运动场馆 休闲场所 门牌信息 门牌信息 住宅区 门牌信息 门牌信息 临街院门,70,2056,4,1671,1671,4
71,1,71,汉南路高公街,24,114.273754589000010,30.562039786400000,4918,0.000042100554866,4918,5497,372661429,5115,tertiary,汉南路, ,B,0,0.000000000000000,F,F,城市次干道,1932.503363560000000,1244,公共厕所 旅游景点 临街院门 驾校 休闲场所 驾校 生活服务场所 生活服务场所 生活服务场所 公交车站相关 公交车站相关 中餐厅 临街院门 驾校 港口码头 公司 港口码头 临街院门 临街院门 社,961,221,公共厕所 风景名胜相关 临街院门 驾校 休闲场所 驾校 生活服务场所 生活服务场所 生活服务场所 公交车站 公交车站 中餐厅 临街院门 驾校 港口码头 公司 港口码头 临街院门 临街院门 公检法,71,1244,-1,961,961,-1
72,1,72,文化宫西路口,12,114.308212638000000,30.567792388899999,5166,0.000532702526494,5166,5786,424212411,5115,tertiary, , ,B,0,0.000000000000000,F,F,城市次干道,436.886496003999980,1312,楼栋号 家具城 药房 特色/地方风味餐厅 中餐厅 摄影冲印 楼栋号 文化宫 公交车站相关 生活服务场所 旅馆招待所 楼栋号 楼栋号 临街院门 快餐厅 中餐厅 美容美发店 美容美发店 药房 旅行社,1024,876,门牌信息 家居建材市场 医药保健销售店 中餐厅 中餐厅 摄影冲印店 门牌信息 文化宫 公交车站 生活服务场所 旅馆招待所 门牌信息 门牌信息 临街院门 快餐厅 中餐厅 美容美发店 美容美发店,72,1312,4,1024,1024,4
73,1,73,月湖桥双侧下桥处,15,114.244934873000010,30.569700589200000,5378,0.000000748550907,5378,6066,456043506,5114,secondary,沿河大道, ,F,0,0.000000000000000,F,F,城市主干道,3920.317312029999800,1300,医疗保健服务场所 幼儿园 路边停车场 医疗保健用品 临街院门 公司企业 住宅小区 公司 住宅区 行业协会 公司 中餐厅 临街院正门 公检法机关 临街院正门 物流速递 风景名胜 幼儿园 洗衣店 生,1012,194,医疗保健服务场所 学校 停车场 医药保健销售店 临街院门 公司企业 住宅区 公司 住宅区 社会团体 公司 中餐厅 临街院门 公检法机构 临街院门 物流速递 风景名胜 学校 洗衣店 生活服务场所 汽,73,1300,-1,1012,1012,-1
74,1,74,和平大道三弓路路口,12,114.365288569000000,30.619754556600000,2967,0.000047312110609,2967,3325,205306332,5114,secondary,三弓路, ,B,0,0.000000000000000,F,F,城市主干道,1018.412881430000000,1934,住宅小区 生活服务场所 住宅小区 物流速递 宠物诊所 诊所 宠物诊所 临街院门 培训机构 物流速递 报社 培训机构 烟酒专卖店 临街院门 美容美发店 外国餐厅 检察院 住宅小区 冷饮店 摄影冲印,1575,571,住宅区 生活服务场所 住宅区 物流速递 动物医疗场所 诊所 动物医疗场所 临街院门 培训机构 物流速递 传媒机构 培训机构 专卖店 临街院门 美容美发店 外国餐厅 公检法机构 住宅区 冷饮店 摄,74,1934,-1,1575,1575,-1
75,1,75,公正路省图书馆门口,10,114.300871136000000,30.548454397699999,3240,0.000699512999409,3240,3610,231778171,5114,secondary,民主路, ,F,0,0.000000000000000,F,F,城市主干道,2142.563453809999800,1067,中国建设银行ATM 生活服务场所 生活服务场所 生活服务场所 生活服务场所 生活服务场所 生活服务场所 路边停车场 生活服务场所 服装鞋帽皮具店 口腔医院 生活服务场所 生活服务场所 生活服,796,1083,自动提款机 生活服务场所 生活服务场所 生活服务场所 生活服务场所 生活服务场所 生活服务场所 停车场 生活服务场所 服装鞋帽皮具店 专科医院 生活服务场所 生活服务场所 生活服务场所 生,75,1067,4,796,796,4
76,1,76,春蕾路水果湖高中,10,114.340880200000000,30.551489512800000,6565,0.000814673915164,6565,7464,607697635,5122,residential, , ,B,0,0.000000000000000,F,F,城市支路,389.269493259999990,1136,咖啡厅 住宅小区 临街院门 生活服务场所 餐饮相关 中餐厅 专科医院 中学 临街院门 路边停车场 果品市场 临街院门 游泳馆 诊所 科教文化场所 路边停车场 宿舍 路边停车场 法院 公检法机关 律,861,834,咖啡厅 住宅区 临街院门 生活服务场所 餐饮相关场所 中餐厅 专科医院 学校 临街院门 停车场 综合市场 临街院门 运动场馆 诊所 科教文化场所 停车场 住宅区 停车场 公检法机构 公检法机构 事,76,1136,-1,861,861,-1
77,1,77,武昌区紫阳东路东安路口,92,114.315307519000000,30.534191596399999,1624,0.000006260498304,1624,1802,118334679,5114,secondary,紫阳东路, ,F,0,-1.000000000000000,F,T,城市主干道,100.259073296000000,887,住宅小区 中餐厅 冷饮店 维修站点 医疗保健服务场所 洗浴推拿场所 生活服务场所 楼栋号 生活服务场所 中餐厅 汽车租赁 中餐厅 洗浴推拿场所 公司 生活服务场所 生活服务场所 临街院门 生活,627,656,住宅区 中餐厅 冷饮店 维修站点 医疗保健服务场所 洗浴推拿场所 生活服务场所 门牌信息 生活服务场所 中餐厅 汽车租赁 中餐厅 洗浴推拿场所 公司 生活服务场所 生活服务场所 临街院门 生活,77,887,4,627,627,4
78,1,78,硚口区丰顺路至园博大道涵洞,20,114.207987686000000,30.615041395100000,6481,0.000078012899684,6481,7364,553569537,5122,residential, , ,B,0,0.000000000000000,F,F,城市支路,509.460934639000020,1902,体育休闲服务场所 住宅区 住宅小区 综合家电商场 综合酒楼 海鲜酒楼 甜品店 汽车综合维修 汽车养护 公司 海鲜酒楼 临街院门 汽车综合维修 物流速递 汽车养护 汽车养护 汽车综合维修 洗浴推,1543,187,体育休闲服务场所 住宅区 住宅区 家电电子卖场 中餐厅 中餐厅 甜品店 汽车综合维修 汽车养护/装饰 公司 中餐厅 临街院门 汽车综合维修 物流速递 汽车养护/装饰 汽车养护/装饰 汽车综合维修,78,1902,-1,1543,1543,-1
79,1,79,小东门路口民主路右转上中山路渠化道,10,114.313419343000010,30.545951433999999,5983,0.000016221415116,5983,6764,481329676,5113,primary,中山路, ,F,0,0.000000000000000,F,F,城市主干道,208.727138424999990,1069,公共停车场 家居建材市场 公共停车场 生活服务场所 幼儿园 公共厕所 棋牌室 公司 建材五金市场 家具城 快餐厅 幼儿园 棋牌室 住宅小区 科教文化场所 中餐厅 洗衣店 住宅小区 药房 生活服务,798,954,停车场 家居建材市场 停车场 生活服务场所 学校 公共厕所 娱乐场所 公司 家居建材市场 家居建材市场 快餐厅 学校 娱乐场所 住宅区 科教文化场所 中餐厅 洗衣店 住宅区 医药保健销售店 生活,79,1069,4,798,798,4
